"Provider_Number","Location_Name","Address","City","State","Zip","Admin_First_Name","Admin_Last_Name","Phone","LicensedCapacity","Operation_Months","Operation_Days","Hours_Open","Hours_Close","Infant_0_To_12mos","Toddler_13mos_To_2yrs","Preschool_3yrs_To_4yrs","Pre_K_Served","School_Age_5yrs_Plus","Ages_Other_Than_Pre_K_Served","Has_Evening_Care","Has_Drop_In_Care","Has_School_Age_Summer_Care","Has_Special_Needs_Care","Has_Transport_ToFrom_School"
"CCLC-37769","Kids Come First Early Learning Centers #2","297 Shannon Way","Lawrenceville","GA",30044,"Crystal","Hernandez","(770) 513-0380",93,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-2982","Kid's Crossing Learning Center","395 West Crogan St","Lawrenceville","GA",30046,"Angela","Schieber","(770) 339-7386",189,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-798","Kids First Daycare  Inc.","1479 Purcell Rd.","Lawrenceville","GA",30043,"Linda","Hicks","(678) 442-0200",117,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-33665","Kids Harbor of Old Peachtree","1920 Old Peachtree Road","Lawrenceville","GA",30043,"Jennifer","Hays","(678) 376-5437",204,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-1214","Kids 'R' Kids #36","1122 Herrington Road","Lawrenceville","GA",30044,"Janine","Hardy","(770) 513-2222",455,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:15:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-16412","Kids 'R' Kids #49","1486 Grayson Hwy.","Lawrenceville","GA",30045,"Allyson","Locsin","(770) 963-9110",287,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-974","Kids 'R' Kids #8","1850 Atkinson Rd.","Lawrenceville","GA",30043,"Danice","Macon","(770) 339-1300",231,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"CCLC-32579","Kids 'R' Kids 19GA","225 Collins Industrial Way","Lawrenceville","GA",30043,"Kristi","Harris","(770) 962-6400",254,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-38855","Kids Stay N Play","1455 Pleasant Hill Road  Suite 601","Lawrenceville","GA",30044,"Bosco","Ikeakanam","(770) 476-4263",117,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR SA",06:00:00 AM,10:00:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"CCLC-32733","KinderCare Learning Center #1313","1191 McKendree Church Rd.","Lawrenceville","GA",30043,"Pearlene","Bingley","(770) 339-9520",137,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-32736","KinderCare Learning Center #1544","1720 Marathon Boulevard","Lawrenceville","GA",30046,"Pam","Letchworth","(770) 339-3068",212,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-35646","Learning Hive Kid's Club","415 Scenic Highway","Lawrenceville","GA",30046,"Danita","Smith","(770) 822-4001",33,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR SA",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"CCLC-917","Learning Time Child Development Center","141 Langley Dr.","Lawrenceville","GA",30046,"Nicole","Stanback","(770) 822-0354",98,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-39340","Magic World","685 Bethesda School Road","Lawrenceville","GA",30044,"JAIRO","ARRIAGA","(404) 432-5287",10,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",07:30:00 AM,06:00:00 PM,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-574","Mill Creek Academy","1061 Old Peachtree Road","Lawrenceville","GA",30043,"Kelly","Cobb","(770) 339-3330",211,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"CCLC-26502","Oak Grove Kids","850 Highway 20 North","Lawrenceville","GA",30043,"Ash","Patel","(770) 962-1960",197,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"CCLC-2121","Oak Meadow Montessori School","2145 Collins Hill Road","Lawrenceville","GA",30043,"Lynn","Nehez","(770) 963-8303",125,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",07:30:00 AM,06:00:00 PM,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-12653","Old Fountain Academy","1933 Old Fountain Road","Lawrenceville","GA",30043,"Sharon","Wilson","(678) 376-2733",221,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-744","Old Peachtree Academy","1195 Old Peachtree Rd.","Lawrenceville","GA",30043,"Lara","Knape","(770) 676-6759",262,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"CCLC-9100","Oxford Falls Academy","1065 Walther Boulevard","Lawrenceville","GA",30043,"Jeanne","Lynch","(770) 277-1171",93,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",07:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-9049","Primrose School at Sugarloaf Parkway East","2782 SUGARLOAF PARKWAY","Lawrenceville","GA",30045,"Tanisha","Turner","(770) 513-0066",190,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-35240","Primrose School of Five Forks","3030 River Dr.","Lawrenceville","GA",30044,"Jeanne","Vanemburgh","(770) 985-0028",179,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-30341","Primrose School of Lawrenceville North","625 Russell Road","Lawrenceville","GA",30043,"Felicia","Hines","(770) 962-9595",164,"JAN FEB MAR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-754","Prodigy Point #1","3515 Sugarloaf Parkway","Lawrenceville","GA",30044,"Tammie","Paulus","(770) 963-2110",248,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-32403","Sheltering Arms - Buford Drive Center","1470 Buford Drive","Lawrenceville","GA",30043,"Luisa","Vasquez","(678) 376-7479",173,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-127","Sheltering Arms - Lillian Webb Center","405 N. Perry St.","Lawrenceville","GA",30046,"Deikel","Boyd","(770) 682-8025",115,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"CCLC-37962","Tabula Rasa The Language Academy  Inc","1430 Riverside Parkway","Lawrenceville","GA",30043,"Besa","Tarazhi","(404) 409-0827",226,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR SA",07:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-33284","The Chestnut Treehouse III","1593 Lawrenceville Hwy","Lawrenceville","GA",30044,"Candace","Christina","(770) 277-6877",115,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:00:00 AM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"CCLC-39417","The Meliora School #2","154 Johnson Road","Lawrenceville","GA",30046,"HEATHER","SMALL","(770) 995-9400",211,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-153","The Sunshine House #75","208 Hurricane Shoals Road","Lawrenceville","GA",30046,"Sarah","Kirby","(770) 339-4666",123,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-154","The Sunshine House #76","2840 Sugarloaf Pkwy","Lawrenceville","GA",30045,"Lori","Ellington","(770) 513-1000",147,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-16542","Treehouse Academy","2740 Five Forks Trickum Road","Lawrenceville","GA",30044,"Penny","Holt","(770) 985-5438",128,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-1965","UNITED CEREBRAL PALSY GREATER","882 Hi Hope Lane","Lawrenceville","GA",30043,"Trudy","Cyers","(770) 822-3444",25,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:00:00 PM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-38609","YMCA After School at Baggett Elementary","2136 Old Norcross Road","Lawrenceville","GA",30044,"LORI","TIPPETT","(770) 513-5956",100,"JAN FEB MAR APR MAY AUG SEP OCT NOV DEC","MO TU WE TH FR",02:45:00 PM,06:30:00 PM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-26209","YMCA Prime Time @ Benefield Elementary","1221 Old Norcross Road","Lawrenceville","GA",30046,"Katherine","Argo","(770) 962-3771",50,"JAN FEB MAR APR MAY JUN AUG SEP OCT NOV DEC","MO TU WE TH FR",02:45:00 PM,06:30:00 PM,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-23003","YMCA Primetime - Lovin Elementary","1705 New Hope Road","Lawrenceville","GA",30045,"Shannon","Campos","(678) 518-6940",152,"JAN FEB MAR APR MAY JUN AUG SEP OCT NOV DEC","MO TU WE TH FR",02:45:00 PM,06:30:00 PM,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-37311","1st Creative Learning Academy #3","635 Exchange Place","Lilburn","GA",30047,"Bibi","Persaud","(678) 404-5573",143,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-19930","5 Star Childcare & Learning Center","4492 Lilburn Industrial Way South","Lilburn","GA",30047,"Mahadai","Sahid","(770) 806-9212",110,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-32724","Alfalah Academy","4805 Lawrenceville Hwy","Lilburn","GA",30047,"Jelena","Naim","(678) 502-7211",153,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",07:30:00 AM,06:00:00 AM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-1538","Childtime Childcare #1102","4050 Darling Ct.  SW","Lilburn","GA",30047,"Arnell","Fortier","(770) 381-5415",147,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-32936","Creative Learning Development Christian Center","4654 Wynne Russell Dr.","Lilburn","GA",30047,"Ketris","Williams","(770) 638-8601",59,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-2046","Dale Sikes Day School","614 Beaver Ruin Road","Lilburn","GA",30047,"Micki","Sikes","(770) 921-3993",213,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",07:00:00 AM,06:00:00 PM,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-1718","Education Station","602 Rockbridge Rd.","Lilburn","GA",30047,"Jeanette","Ginyard","(770) 925-3115",134,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-14445","Five Forks Academy","3079 Five Forks Trickum Rd.","Lilburn","GA",30047,"Rokeya","Stone","(770) 982-2000",179,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-29134","Good Shepherd Preschool and Extended Day","1400 Killian Hill Road","Lilburn","GA",30047,"Janet","Martin","(770) 925-2411",129,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",07:30:00 AM,06:00:00 PM,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-12506","Greater Works Fame Atlanta Academy","917 Killian Hill Road","Lilburn","GA",30047,"Jean","Robinson","(770) 921-3832",156,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"CCLC-1259","Kids 'R' Kids #44 GA","480 Pleasant Hill Rd.","Lilburn","GA",30047,"Teri","Hart-Moore","(770) 935-4000",268,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-32794","KinderCare Learning Center (641 Rockbridge Rd.)","641 Rockbridge Rd.","Lilburn","GA",30047,"Andrea","Caison","(770) 279-2016",128,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-35456","Legacy of Purpose Preparatory Academy Gwinnett","675 Pleasant Hill Road","Lilburn","GA",30047,"Tarece","Johnson","(770) 797-5246",124,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",07:00:00 AM,06:30:00 PM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-483","Little Adorables Child Care Center","5382 Lawrenceville Hwy","Lilburn","GA",30047,"Ibi","Odusanya","(770) 925-0013",73,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-13415","Onward Daycare and Child Development Center","335 Arcado Rd","Lilburn","GA",30047,"Dipo","Adepoju","(678) 205-6768",102,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-324","Seven Oaks Academy","810 Indian Trail Road","Lilburn","GA",30047,"Nainesh","Amin","(770) 564-0470",248,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-151","The Sunshine House #73","970 Oak Rd","Lilburn","GA",30047,"Jenelle","Freeman","(770) 972-7775",185,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-2244","TLC For Kids","1826 Killian Hill Road","Lilburn","GA",30047,"Brenda","Moody","(770) 972-4418",50,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"CCLC-29159","YMCA Primetime @ G.H. Hopkins Elementary","1315 Dickens Road","Lilburn","GA",30047,"Keisha","Smith","(770) 246-9622",54,"JAN FEB MAR APR MAY AUG SEP OCT NOV DEC","MO TU WE TH FR",02:30:00 PM,06:30:00 PM,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-37110","Young World Child Care & Learning Center","5364 Five Forks Trickum Road","Lilburn","GA",30047,"Adaugo","Chigbu","(770) 921-3888",98,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-24259","Five Star Academy","97 Ozora Rd.","Loganville","GA",30052,"Julie","Holzmeister","(678) 638-7827",187,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"CCLC-827","Kids Harbor of Bay Creek","315 Cooper Rd.","Loganville","GA",30052,"Chrissy","Welbron","(678) 376-5115",184,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-37785","Kids Harbor of Rosebud","3058 Rosebud Road","Loganville","GA",30052,"Jennifer","Hays","(770) 978-5588",236,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-158","The Sunshine House #80","3238 Brushy Drive","Loganville","GA",30052,"Kimberly","Free","(770) 466-2433",223,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-10823","YMCA Prime Time at Cooper Elementary","555 Ozora Road","Loganville","GA",30052,"Faun","Branch","(770) 554-7050",50,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"CCLC-22766","1st Creative Learning Academy #2","2527 Old Rockbridge Rd.","Norcross","GA",30071,"Bibi","Persaud","(770) 448-1066",56,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-37559","Alpha Preparatory Academy II","350 W. Peachtree St","Norcross","GA",30071,"Cera","Wallace","(470) 395-0767",147,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-743","American Learning Centers","5598 Singleton Road","Norcross","GA",30093,"Minaz","Lakdawala","(770) 925-3181",200,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-31843","Boswell Edward Academy Campus II","3159 Campus Dr. Bldg. 100","Norcross","GA",30071,"Constance","Odom","(770) 840-8838",100,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"CCLC-1462","Childcare Network #134","2374 Beaver Ruin Road","Norcross","GA",30071,"Tameka","Williamson","(770) 662-3009",234,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-35962","Country Brook Montessori School","2175 North Norcross-Tucker Rd.","Norcross","GA",30071,"Jim","Parsons","(770) 446-2397",127,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",07:30:00 AM,06:30:00 PM,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-3127","Creme de la Creme","4785 PEACHTREE CORNERS CIRCLE","Norcross","GA",30092,"Vicki","Nolan","(770) 409-0000",150,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-37773","Early Minds Academy #4","2341 Beaver Ruin Road","Norcross","GA",30071,"ISABELLE","OKOLE","(770) 263-1981",89,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"CCLC-37761","Faith International Academy","5210 Spalding Drive","Norcross","GA",30092,"Senait","McKinney","(770) 840-0775",36,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-29175","Fresh Start Learning Academy","6375 Spalding Dr.  Ste M","Norcross","GA",30092,"Della","Avent","(770) 441-2422",70,"JAN FEB MAR APR MAY AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 AM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"CCLC-340","Harmony Academy","3449 Holcomb Bridge Road","Norcross","GA",30092,"Annielle","Richardson","(770) 248-1928",105,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
